news_title,news_content,news_source,news_pubtime,news_url
"Olympics-Boxing could face expulsion from Games, IOC warns","... Olympics 2018 and Tokyo 2020,\"" he told reporters, adding that the IOC... could be knocked out of the next Olympic Games if the International...",reuters,2018-2-04,https://www.reuters.com/article/idUSL4N1PU0AF
UPDATE 1-Olympics-IOC extends sponsor deal with Panasonic to 2024,"..., Russia, Feb 6 (Reuters) - The International Olympic Committee has... until 2016 and the Rio de Janeiro summer Olympics.\n\""We are thrilled...",reuters,2014-2-06,https://www.reuters.com/article/idUSL5N0LB06D20140206
INTERVIEW-Cycling-New British track bike breaking the mould for Tokyo,"... year's Tokyo Olympics this weekend when the radical new bike designed... Olympics, a project he was also involved in.\nWith distinctive flared...",reuters,2019-11-01,https://www.reuters.com/article/idUSL3N27H2R8
Olympics-South Korea demand action after crowd trouble in Oman,... successive Olympics\nwith the win.\n(Reporting by Alastair Himmer in Tokyo... for their failure to control supporters in\nWednesday's Olympic soccer...,reuters,2012-2-23,https://www.reuters.com/article/idUSL4E8DN3VC20120223
"Olympics-Istanbul deflects Syria fears, says Games good for region",... Olympic bid chief on Tuesday brushed aside fears that a potential military... of staging the 2020 Games.\nThe International Olympic Committee (IOC...,reuters,2013-9-03,https://www.reuters.com/article/idUSL2N0GZ1EI20130903
Rowing: Surgery puts Tokyo 2020 into fresh focus for champion Satch,"... operation came as \""a bit of a kick in the teeth\"" for 2016 Olympic... fresh focus for the hard slog toward next year's Tokyo Games.\nThe 29...",reuters,2019-3-21,https://www.reuters.com/article/idUSKCN1R21VB
IOC faces tricky choice for 2022 Winter Olympic host,... Olympic Committee (IOC) facing a difficult decision.\nOn Friday... will cast their vote to decide the host city for the 2022 Winter Olympics...,reuters,2015-7-30,https://www.reuters.com/article/idUSKCN0Q41MM20150730
"PM Abe vows Japan's utmost efforts to coronavirus; Xi visit, Olympics on track","... Tokyo Olympics, but said Japan won't hesitate to expand immigration curbs...TOKYO (Reuters) - Japanese Prime Minister Shinzo Abe on Saturday...",reuters,2020-2-29,https://www.reuters.com/article/idUSKBN20N0GW
Olympics-IOC extremely upset by Russian doping data manipulation,"...) - The International Olympic Committee is extremely upset by the latest doping... receive a four-year Olympic ban, which would keep it out of next...",reuters,2019-12-03,https://www.reuters.com/article/idUSL8N28D5PB
"PM Abe vows Japan's utmost efforts to coronavirus; Xi visit, Olympics on track","... and for this summer's Tokyo Olympics, but\nsaid Japan won't hesitate to expand immigration...TOKYO, Feb 29 (Reuters) - Japanese Prime Minister Shinzo Abe...",reuters,2020-2-29,https://www.reuters.com/article/idUSL4N2AT0A8
Doping: Russian Olympic chief calls for full overhaul of athletics federation,"...MOSCOW (Reuters) - The head of Russia's Olympic Committee on Monday... Pozdnyakov, head of Russia's Olympic Committee, said in a statement...",reuters,2019-11-25,https://www.reuters.com/article/idUSKBN1XZ1UX
Athletics-Lyles leaves a message that goes beyond his poor 100m showing,"... seventh, said later he would still challenge for the Tokyo Olympics 200m... final at the U.S. Olympic trials on Sunday, Lyles, who finished...",reuters,2021-6-21,https://www.reuters.com/article/idUSL3N2O31FK
"Qantas, Virgin Australia get slots at Tokyo's Haneda airport","... of the 2020 Tokyo Olympic Games set to begin next summer.\nIASC, in its draft... at Tokyo's Haneda Airport, according to a draft decision by Australia's...",reuters,2019-10-21,https://www.reuters.com/article/idUSKBN1X00FF
"UPDATE 1-Tennis-Muguruza crushes Puig in Tokyo, Pliskova also advances","...* Muguruza avenges Olympic defeat by Puig\n* Kerber to meet Pliskova... in quarter-finals (Adds Kerber win, quotes)\nTOKYO, Sept 20 (Reuters...",reuters,2017-9-20,https://www.reuters.com/article/idUSL4N1M12CV
Hockey-Review reveals 'dysfunctional culture' in Australia's Hockeyroos,"... in turmoil a few months out from the Tokyo Olympics.\n\""The findings... said on Thursday.\nThe coach of the three-times Olympic champion...",reuters,2021-3-17,https://www.reuters.com/article/idUSL4N2LG0CU
UPDATE 1-Athletics-Rejuvenated Kipchoge eases to victory in NN Mission Marathon,"... to his rivals ahead of this year's Tokyo Olympics by cruising..., the Olympic marathon champion and world record holder, sent a warning...",reuters,2021-4-18,https://www.reuters.com/article/idUSL1N2MB04D
"'You're so cool,' Japan mayor tells Australian softball Olympians","... Australia's softball team for a pre-Olympic training camp told them... of the central city of Ota, about 80 km (50 miles) northwest of Tokyo, the capital...",reuters,2021-6-07,https://www.reuters.com/article/idUSKCN2DJ0TZ
"Russia, India among nations to lose Olympic spots in doping clampdown","... in Tokyo.\nThe sport's place on the Olympic schedule beyond 2020 depends..., whose doping records have risked weightlifting's place on the Olympic...",reuters,2018-4-12,https://www.reuters.com/article/idUSKBN1HJ2F8
"UPDATE 1-Qantas, Virgin Australia get slots at Tokyo's Haneda airport","... Tokyo Olympic\nGames set to begin next summer.\nIASC, in its draft, said... to\noperate flights at Tokyo's Haneda Airport, according to a draft\ndecision...",reuters,2019-10-21,https://www.reuters.com/article/idUSL3N2761P3
Los Angeles leaders expected to vote on whether to pursue Olympics,"... London ever to host the Olympics three times.\nMayor Eric Garcetti... is solidly behind the campaign to host the 2024 Olympics, as is most...",reuters,2015-9-01,https://www.reuters.com/article/idUSL1N1162JA20150901
Olympics-Confusion over 2020 golf venue dates back to bid - report,"...) - Problems surrounding the venue for the 2020 Tokyo Olympics golf events...(Fixes grammar in headline)\nBy Elaine Lies\nTOKYO, Feb 15 (Reuters...",reuters,2017-2-15,https://www.reuters.com/article/idUSL4N1G02VD
"Japan ruling party candidate elected Tokyo governor, aiding Abe","..., the economy and especially to make the Tokyo 2020 Olympics a success.\""\nMasuzoe...By Linda Sieg\nTOKYO (Reuters) - A candidate backed by Prime Minister...",reuters,2014-2-09,https://www.reuters.com/article/idUSBREA170WX20140209
Japan's Abe vulnerable after party's dismal Tokyo poll showing,... to return to parliament before the 2020 Tokyo Olympics.\nIn the meantime...By Linda Sieg\nTOKYO (Reuters) - A stunning defeat for Japanese Prime...,reuters,2017-7-04,https://www.reuters.com/article/idUSKBN19P126
Japan's former PM challenges Abe's energy policy in Tokyo race,"...By Kiyoshi Takenaka and Linda Sieg\nTOKYO, Jan 22 (Reuters) - Former... the nation to abandon\nnuclear power if elected governor of Tokyo next month...",reuters,2014-1-22,https://www.reuters.com/article/idUSL3N0KW16220140122
"Olympics--IOC approves mixed athletics, swimming relays for 2020",... on Friday by the International Olympic Committee (IOC) for inclusion... in the Tokyo Games in 2020.\nThe IOC's executive board also agreed...,reuters,2017-6-09,https://www.reuters.com/article/idUSL3N1J64IJ
Tokyo governor passes on Japan PM's goodwill on China visit,... Beijing's experience at hosting an Olympics. Tokyo will host...By Ben Blanchard\nBEIJING (Reuters) - Tokyo's governor said...,reuters,2014-4-26,https://www.reuters.com/article/idUSBREA3P05W20140426
Olympic-2020 golf venue postpones decision on ending ban on women,"... to host golf for the Tokyo 2020 Olympics, failed to reach a decision... and from playing on Sundays.\nThe Tokyo Olympic organising committee sent...",reuters,2017-2-07,https://www.reuters.com/article/idUSL4N1FS39Y
Olympics: JOC head Takeda likely to retire amid corruption probe - report,...TOKYO (Reuters) - Japanese Olympic Committee President Tsunekazu... further comment. The Tokyo 2020 organizing committee declined to comment...,reuters,2019-3-14,https://www.reuters.com/article/idUSKCN1QW0CJ
"'You're so cool,' Japan mayor tells Australian softball Olympians","... Australia's softball team for a pre-Olympic training camp told them... of the central city of Ota, about 80 km (50 miles) northwest of Tokyo...",reuters,2021-6-07,https://www.reuters.com/article/idUSL2N2NP0HO
Boxing-McLaren to lead investigation into international boxing,... body looks to restore its Olympic status.\nThe association was suspended... in 2019 by the International Olympic Committee (IOC) and stripped...,reuters,2021-6-14,https://www.reuters.com/article/idUSKCN2DQ1KH
"Olympics-After miracle recovery, Fukushima brewers look to the Games to push sake globally","....\nWith the Tokyo Olympics less than five months away, many spectators..., and even some Olympic committees, have expressed concerns about the food...",reuters,2020-3-13,https://www.reuters.com/article/idUSL4N2B61UX
Swimming-Top swimmers form alliance to push for change and more money,...By Alan Baldwin\nLONDON (Reuters) -     Former Olympic champion Matt... for competing at global events like the Olympics.\nThe 10-member board...,reuters,2021-6-08,https://www.reuters.com/article/idUSKCN2DK16Y
UPDATE 6-Russia banned from next Olympics and World Cup soccer,... and sportswomen will not be able to perform at the Olympics in Tokyo next year... WADA. The 2020 Tokyo Olympic organising committee said it would welcome...,reuters,2019-12-09,https://www.reuters.com/article/idUSL8N28J2DU
Rio Olympics ticket scalping ring was eyeing future Games -sources,... and was preparing for other Olympic events such as the 2020 Tokyo Summer... appears to have operated similar scams at the Sochi 2014 Winter Olympics...,reuters,2016-9-07,https://www.reuters.com/article/idUSL1N1BJ1GG
"Games-China stays well ahead of the pack, Japan gets Tokyo boost",... Olympics host Japan were buoyed by plenty of encouraging performances... them into some serious soul-searching ahead of the Tokyo Games.\nThe tally...,reuters,2018-9-02,https://www.reuters.com/article/idUSL3N1VO07G
UPDATE 1-Olympics-Japan's Takeda no longer an IOC member - IOC,"... Olympic Games.\nMulti-million dollar payments made by the Tokyo bid... (Reuters) - Japanese Olympic Committee (JOC) chief Tsunekazu Takeda, who...",reuters,2019-3-26,https://www.reuters.com/article/idUSL8N21D6AI
Olympics-Beijing starts drive for improved display at home Games,"...By Elaine Lies\nTOKYO, March 27 (Reuters) - China plans to field... Winter Olympics in a major push for medals in a country that has had...",reuters,2018-3-27,https://www.reuters.com/article/idUSL3N1R92H0
Olympics-Surfing and canoe bodies in stand-up row over paddling,... is one of five new sports to be included in the Tokyo 2020 Olympics... Olympic inclusion.\nThe International Surfing Association (ISA) has organised...,reuters,2017-4-05,https://www.reuters.com/article/idUSL3N1HD3DT
UPDATE 1-Boxing-Double Olympic champion Adams turns professional,...* Olympic double champion Adams turns pro\n* Debut fight scheduled...) - Double Olympic boxing gold medallist Nicola Adams turned professional...,reuters,2017-1-23,https://www.reuters.com/article/idUSL4N1FD4EK
UPDATE 2-Olympics-Airbnb teams up with the IOC to provide Games accommodation,"... the Tokyo games next year until 2028 and cover five Olympics...* Airbnb, IOC sign deal for next 5 Olympics\n* IOC says partnership...",reuters,2019-11-18,https://www.reuters.com/article/idUSL8N27Y2XG
Olympics-Bach says IOC committed to aiding Korean peace efforts,"...By Jack Tarrant\nTOKYO, Nov 29 (Reuters) - The International Olympic... and the Pyeongchang Winter Olympics had in easing tensions.\nHeld...",reuters,2018-11-28,https://www.reuters.com/article/idUSL8N1Y40CI
Olympics-IOC in talks with fifth city over 2024 bid - Bach,"... Olympic Committee is in talks with a fifth city in addition to Boston..., Olympic chief Thomas Bach said on Wednesday.\nFour of the six...",reuters,2015-4-29,https://www.reuters.com/article/idUSL4N0XQ36O20150429
IOC recommends awarding two Olympic Games at same time,"... the 2024 and 2028 Olympic Games should be awarded at the same time..., the International Olympic Committee's executive board recommended...",reuters,2017-6-09,https://www.reuters.com/article/idUSKBN1902FO
Olympics-Beijing starts drive for improved display at home Games,"...By Elaine Lies\nTOKYO, March 27 (Reuters) - China plans to field... Winter Olympics in a major push for medals in a country that has had...",reuters,2018-3-27,https://www.reuters.com/article/idUSL3N1R92H0
Olympics-Surfing and canoe bodies in stand-up row over paddling,... is one of five new sports to be included in the Tokyo 2020 Olympics... Olympic inclusion.\nThe International Surfing Association (ISA) has organised...,reuters,2017-4-05,https://www.reuters.com/article/idUSL3N1HD3DT
UPDATE 1-Boxing-Double Olympic champion Adams turns professional,...* Olympic double champion Adams turns pro\n* Debut fight scheduled...) - Double Olympic boxing gold medallist Nicola Adams turned professional...,reuters,2017-1-23,https://www.reuters.com/article/idUSL4N1FD4EK
Olympics-Bach says IOC committed to aiding Korean peace efforts,"...By Jack Tarrant\nTOKYO, Nov 29 (Reuters) - The International Olympic... and the Pyeongchang Winter Olympics had in easing tensions.\nHeld...",reuters,2018-11-28,https://www.reuters.com/article/idUSL8N1Y40CI
UPDATE 2-Tennis-Dizzy Azarenka reaches Tokyo quarters,"... Azarenka win)\nBy Alastair Himmer\nTOKYO, Sept 26 (Reuters) - World number... Lucie Safarova to also reach the last eight in Tokyo.\nAzarenka had her...",reuters,2012-9-26,https://www.reuters.com/article/idUSL4E8KQ3B920120926
"Middle East ready to host Olympics, says OCA chief",... Pyeongchang and the 2020 summer Olympics to Tokyo.\nThe continent will also host... are capable of hosting the Middle East's first Olympic Games...,reuters,2014-9-18,https://www.reuters.com/article/idUSKBN0HD0IK20140918
PREVIEW-IOC hopes sweeping Olympic changes to mark Games revival,... Olympic Committee members vote on 40 recommendations next week...' to the biggest single overhaul of the Olympics in decades.\nThe idea...,reuters,2014-12-05,https://www.reuters.com/article/idUSL3N0TP2XK20141205
Olympics-Toronto mayor says not right time for 2024 Games bid,"... for the 2024 Summer Olympic and Paralympic Games, the mayor of Canada's... John Tory said the city would benefit from hosting an Olympic Games...",reuters,2015-9-15,https://www.reuters.com/article/idUSL4N11L4KW20150915
"Games-China stays well ahead of the pack, Japan gets Tokyo boost",... Olympics host Japan were buoyed by plenty of encouraging performances... them into some serious soul-searching ahead of the Tokyo Games.\nThe tally...,reuters,2018-9-02,https://www.reuters.com/article/idUSL3N1VO07G
Olympics: Japan's Yamashita appointed chief as Takeda resigns in graft probe,...By Antoni Slodkowski\nTOKYO (Reuters) - The Japanese Olympic Committee... (JOC) picked former Olympic judo champion Yasuhiro Yamashita as its...,reuters,2019-6-27,https://www.reuters.com/article/idUSKCN1TS1HY
Olympics: Japan's Yamashita appointed chief as Takeda resigns in graft probe,...By Antoni Slodkowski\nTOKYO (Reuters) - The Japanese Olympic Committee... (JOC) picked former Olympic judo champion Yasuhiro Yamashita as its...,reuters,2019-6-27,https://www.reuters.com/article/idUSKCN1TS1HY
"Japan Olympic win boosts Abe, but Fukushima shadows linger","....\nBut Tokyo, which held Asia's first Olympics in 1964, is now preparing... on Monday after Tokyo won the Olympic bid.\nThe longer-term boost...",reuters,2013-9-09,https://www.reuters.com/article/idUSBRE98806P20130909
Olympics-Spain seeking lift with Madrid's 2020 'austerity bid',"... of political corruption, winning the right to host the 2020 Olympic... International Olympic Committee (IOC) members the capital deserves...",reuters,2013-8-30,https://www.reuters.com/article/idUSL6N0GU1YM20130831
Olympics-Water will be clean in time for Games - Rio 2016 chief,"... in the 1964 Tokyo Olympics, I have zero tolerance for doping.\n\""The whole... at the Olympic sailing venue in Rio de Janeiro is a serious issue...",reuters,2015-9-01,https://www.reuters.com/article/idUSL4N1175BK20150901
"Olympics-Defying sceptics, Beijing seeks to host 2022 Games","... Olympics, outlining a bid for 2022 that sceptics say has the odds... Olympic Committee (IOC) is thought to be reluctant to award three Games...",reuters,2014-2-08,https://www.reuters.com/article/idUSL5N0LD0AT20140208
Olympics-AOC chief Coates says victim of 'vindictive' campaign,... for the 2020 Tokyo Olympics and president of the Court of Arbitration...April 25 (Reuters) - Australian Olympic Committee President John...,reuters,2017-4-24,https://www.reuters.com/article/idUSL4N1HX158
Hurdler Harper Nelson ends retirement to chase Olympic gold,"... is coming out of retirement to chase more Olympic gold, the 35-year-old has... on Monday she was training for the 2020 Tokyo Games and hoped to win...",reuters,2019-11-04,https://www.reuters.com/article/idUSKBN1XF0G6
UPDATE 2-Olympics-Aussie basketball to review travel discrimination,... to the London Olympics in\nbusiness class while putting their women's team... the\ncountry's Olympic soccer teams for a long-haul flight.\nThe different travel...,reuters,2012-7-20,https://www.reuters.com/article/idUSL4E8IK35520120720
PREVIEW-Olympics-Judo-Japan set to rebound from London debacle,"...By Chris Gallagher\nTOKYO, July 26 (Reuters) - Japan look ready... to bounce back in the Olympic judo at Rio de Janeiro after their London...",reuters,2016-7-25,https://www.reuters.com/article/idUSL4N1A02CO
Olympics-Cyclist Perkins gets nod from Putin for Russia switch,... his new country at the 2020 Tokyo Olympics.\nThe Melbourne-born 30... with Ian Browne at the 1964 Tokyo Olympics. They were beaten...,reuters,2017-8-17,https://www.reuters.com/article/idUSL4N1L41I3
Olympics-Eleven British sports bodies call for funding changes,"... funding ahead of the 2020 Tokyo Olympics.\n\""We've been thrown under... impossible to qualify for the Tokyo Olympics and Paralympics...",reuters,2017-6-29,https://www.reuters.com/article/idUSL3N1JQ3UB
"60% of Japan firms support Games this summer, poll shows","...TOKYO (Reuters) -     About 60% of Japanese companies say the Tokyo... Olympics should be held this summer, a poll of 100 firms showed...",reuters,2021-1-27,https://www.reuters.com/article/idUSKBN29X031
RPT-UPDATE 2-Athletics-American Ryan Crouser breaks shot put world record,"... hands aloft in triumph, his spot in the upcoming Tokyo Olympics.... Olympic Track and Field Trials in Eugene, Oregon.\nThe 28-year-old...",reuters,2021-6-19,https://www.reuters.com/article/idUSL2N2O102Z
Athletics-American Ryan Crouser breaks shot put world record,"... in the upcoming Tokyo Olympics guaranteed.  \n\""It was a weight lifted,\"" he said... on the first night of the U.S. Olympic Track and Field Trials in Eugene...",reuters,2021-6-19,https://www.reuters.com/article/idUSKCN2DV05O
Athletics-Veteran Thompson wins UK marathon trials in Kew Gardens,"... the British Olympic Marathon trials in the unusual surroundings... of London's Kew Gardens on Friday to secure his place in Tokyo.\nIn damp, grey...",reuters,2021-3-26,https://www.reuters.com/article/idUSL8N2LO1KS
Athletics-Lyles leaves a message that goes beyond his poor 100m showing,"..., said later he would still challenge for the Tokyo Olympics 200m gold... at the U.S. Olympic trials on Sunday, Lyles, who finished seventh...",reuters,2021-6-21,https://www.reuters.com/article/idUSKCN2DX0I1
Golf-McIlroy says he plans to represent Ireland at 2020 Olympics,"... will represent Ireland at the 2020 Olympics in Tokyo and not the Great Britain... the Olympics and call myself an Olympian,\"" McIlroy told the Golf...",reuters,2019-10-23,https://www.reuters.com/article/idUSL3N2783RG
"CORRECTED-UPDATE 5-Japan approves more COVID-19 vaccines, expands state of emergency","... measures. They\ninclude Tokyo, where the Olympic Games are due to start...(Corrects AstraZeneca comment)\nBy Chang-Ran Kim\nTOKYO, May 21...",reuters,2021-5-21,https://www.reuters.com/article/idUSL2N2N8043
FEATURE-Competitive climbers hope the sport makes Olympic grade,"... of the 2020 Tokyo Olympics, along with skateboarding, surfing, baseball...-climbing wizard Alex Honnold insists he would not compete in the Olympics...",reuters,2015-10-21,https://www.reuters.com/article/idUSL1N12C0TE20151021
Olympics-Erdogan says Istanbul rejection as 2020 host was unfair,"...ANKARA, Sept 9 (Reuters) - The choice of Tokyo instead of Istanbul... to host the 2020 Olympic Games was unfair and meant the International...",reuters,2013-9-09,https://www.reuters.com/article/idUSL5N0H51HX20130909
UPDATE 1-Olympics-Judo-Unstoppable Riner powers to another gold,... Olympic title in the +100kg category and claim his country's second judo... gold on Friday at the Rio Games.\nHis triumph brings his Olympic medal...,reuters,2016-8-12,https://www.reuters.com/article/idUSL3N1AT561
"Olympics-Hold your horses, Paris mayor tells Hollande on 2024 bid",... in Rio de Janeiro and Tokyo will stage the 2020 Olympics.   (Reporting by Julien Pretot; Editing by Ken Ferris)\n... as the capital considers whether to bid for the 2024 Summer Olympic Games...,reuters,2014-11-07,https://www.reuters.com/article/idUSL4N0SX6BH20141107
Olympics-Japan set for rich medal haul in Rio - analysts,"... gold medal tally of 16 came at the 1964 Tokyo Olympics and the 2004...TOKYO, Feb 5 (Reuters) - Japan is on track to match its highest ever...",reuters,2016-2-05,https://www.reuters.com/article/idUSL3N15K3KF
"'You're so cool,' Japan mayor tells Australian softball Olympians","... Australia's softball team for a pre-Olympic training camp told them... of the central city of Ota, about 80 km (50 miles) northwest of Tokyo...",reuters,2021-6-07,https://www.reuters.com/article/idUSL2N2NP0HO
Boxing-McLaren to lead investigation into international boxing,... body looks to restore its Olympic status.\nThe association was suspended... in 2019 by the International Olympic Committee (IOC) and stripped...,reuters,2021-6-14,https://www.reuters.com/article/idUSKCN2DQ1KH
Rowing: Ageless Karsten may seek eighth Olympic appearance in 2020,"... want to compete at the Tokyo Olympics, it would be my eighth Olympic...By Angel Krasimirov\nSOFIA (Reuters) - Double Olympic champion...",reuters,2018-8-01,https://www.reuters.com/article/idUSKBN1KM4MA
RPT-ANALYSIS-Tarnished? Olympic brand mints money like never before,"... 'no' to staging the Olympics Games.\nIf the International Olympic Committee (IOC... new heights at the Tokyo Games in 2020.\nIts top sponsor programme, which...",reuters,2018-2-18,https://www.reuters.com/article/idUSL4N1Q80AO
"Rowing-Olympic champs Drysdale, Bond named in squad for NZ eight","...WELLINGTON, April 4 (Reuters) - Olympic champion Mahe Drysdale... which the blue riband eight crew will be chosen.\nHis fellow double Olympic...",reuters,2019-4-03,https://www.reuters.com/article/idUSL3N21L4PL
Athletics-Kenya's Tanui books Olympic spot as Kamworor burns out,"... a tough 10,000 metre race to book his Olympic spot as world half-marathon... Karoki joined the casualty list at the Kenyan Olympic trials on Friday...",reuters,2016-7-01,https://www.reuters.com/article/idUSL4N19N2XD
Olympics-Madrid 2020 bid team see chance to lift ailing economy,"...MADRID, May 24 (Reuters) - Madrid's bid to host the 2020\nOlympic....\nThe International Olympic Committee (IOC) dropped Doha and\nAzerbaijan capital Baku...",reuters,2012-5-24,https://www.reuters.com/article/idUSL4E8GO4V820120524
"Olympics-Spanish athletics must reflect on flop, minister says","..., hard look at itself after failing to win a single medal at\nthe Olympic...\nbut their performances at Olympic Games have disappointed.\nAfter winning 22...",reuters,2012-8-13,https://www.reuters.com/article/idUSL6E8JD64L20120813
Olympics-Paralympics chief apologises to IOC's Bach over prank call,... to the International Olympic Committee for comments he made about IOC President... in a call he thought was with former Olympic track and field champion Edwin...,reuters,2016-10-19,https://www.reuters.com/article/idUSL4N1CP4IE
Athletics-Lyles leaves a message that goes beyond his poor 100m showing,"... seventh, said later he would still challenge for the Tokyo Olympics 200m... final at the U.S. Olympic trials on Sunday, Lyles, who finished...",reuters,2021-6-21,https://www.reuters.com/article/idUSL3N2O31FK
"Equestrian-Canadian show jumper tests positive, Olympic spot in doubt",... their spot at the 2020 Tokyo Olympics after one of their riders tested... Games in Lima to secure an Olympic berth for Canada in that event...,reuters,2019-11-12,https://www.reuters.com/article/idUSL8N27S7BW
FEATURE-Competitive climbers hope the sport makes Olympic grade,"... of the 2020 Tokyo Olympics, along with skateboarding, surfing, baseball...-climbing wizard Alex Honnold insists he would not compete in the Olympics...",reuters,2015-10-21,https://www.reuters.com/article/idUSL1N12C0TE20151021
Olympics-Cities vying for 2020 Games try to avoid IOC axe,"...\nby the International Olympic Committee (IOC).\nIstanbul, Madrid, Tokyo, Doha... Olympic and\nParalympic Games and nothing has changed.\""\nTokyo, still...",reuters,2012-5-22,https://www.reuters.com/article/idUSL4E8GM92W20120522
Olympics-Hokkaido's farmhorse jockeys dream torch relay can spur racing revival,... attraction is set to grace Obihiro. The Olympic torch is to be carried down... tour of Japan before arriving in Tokyo for the Summer Games.\nTetsuya...,reuters,2020-3-16,https://www.reuters.com/article/idUSL4N2B61B9
Japan PM Abe seeks citizens' help in coronavirus fight as Olympics to go ahead,"... prepares to hold the Olympic Games in Tokyo as planned.\n\""To be frank, we... premier, has made hosting the Tokyo Olympics a top priority of his...",reuters,2020-2-29,https://www.reuters.com/article/idUSKBN20N068
Golf's Olympic withdrawals have 'frustrated' squash: PSA chief,"... the Rio Olympics has disappointed the sport of squash, Professional... Olympics but failed to make the final list of five, with golf selected...",reuters,2016-7-13,https://www.reuters.com/article/idUSKCN0ZT1FL
Brazil court indicts 10 nabbed in Rio Olympic ticket scalping ring,"... until recently was Europe's top Olympic official and nine others... board member on the International Olympic Committee, and Kevin Mallon...",reuters,2016-9-09,https://www.reuters.com/article/idUSL1N1BM00F
Swimming-Sjostrom returns to competition after elbow break,... at the Tokyo Olympics. \nShe told SVT she had lost almost four cm of muscle mass...(Reuters) -     Sweden's Olympic 100m butterfly champion Sarah...,reuters,2021-6-01,https://www.reuters.com/article/idUSKCN2DD40R
"Skateboarding: Sky has no limits, British prodigy eyes Tokyo","... of competing in Tokyo, where skateboarding will be making it Olympic... Olympian at the 2020 Tokyo Games, has already amassed an enviable resume...",reuters,2019-9-26,https://www.reuters.com/article/us-olympics-2020-skateboarding-skybrown/skateboarding-sky-has-no-limits-british-prodigy-eyes-tokyo-idUSKBN1WA280
Olympics-IOC sees 2020 golf course row being resolved by June,"...By Chris Gallagher\nTOKYO, March 2 (Reuters) - The club scheduled... to host golf at the 2020 Tokyo Games appears to be moving towards a policy...",reuters,2017-3-02,https://www.reuters.com/article/idUSL3N1GF1Z1
"UPDATE 3-Olympics-Bidding easier, cheaper for Games city hopefuls","... to host Olympic Games, and rules allowing more sports to feature, were... ushered in on Monday as International Olympic Committee members took...",reuters,2014-12-08,https://www.reuters.com/article/idUSL3N0TS37P20141208
Olympics-Quake survivor becomes first Turkish gymnast in Games,"... Uctas\nat the thought of becoming Turkey's first Olympic gymnast, she...\nwanted the five Olympic rings tattooed on her arm.\nFor now, though...",reuters,2012-6-05,https://www.reuters.com/article/idUSL5E8GU8TO20120605
Japan picks design by Taisei Corp-led consortium for Olympic stadium-PM,"... to be the centrepiece of the 2020 Summer Olympics in Tokyo, Prime Minister...TOKYO, Dec 22 (Reuters) - Japan has selected a design submitted...",reuters,2015-12-21,https://www.reuters.com/article/idUSL3N14A3NU20151222
"Old sports' must adapt, says surf chief ahead of Olympics debut","... of established Olympic sports in preparing for Tokyo 2020, Aguerre thinks some... such as surfing, skateboarding and climbing prepare to make their Olympic...",reuters,2019-10-09,https://www.reuters.com/article/idUSKBN1WO0PX
"UPDATE 1-Japan Olympic win boosts Abe, but Fukushima shadows linger","... the games.\nBut Tokyo, which held Asia's first Olympics in 1964, is now... Tokyo's victory was announced by the International Olympic Committee...",reuters,2013-9-09,https://www.reuters.com/article/idUSL3N0H50HI20130909
UPDATE 1-Japan Health Ministry says it has approved Pfizer's COVID-19 vaccine,"...(Adds details)\nTOKYO, Feb 14 (Reuters) - Japan's Health Ministry said... a third wave of infections in the run-up to the\nSummer Olympic Games...",reuters,2021-2-14,https://www.reuters.com/article/idUSL1N2KK05V
Badminton-Singapore Open cancelled due to COVID-19,... Tour was the last tournament where Olympic hopefuls could collect points... towards the Race to Tokyo rankings - a programme that decides who...,reuters,2021-5-12,https://www.reuters.com/article/idUSKBN2CT1GV
"Japan may approve AstraZeneca, Moderna vaccines as early as May 20 -Nikkei","... of the Tokyo Olympic Games.\n(Reporting by Ritsuko Ando; Editing by Christopher Cushing)\n...TOKYO, May 7 (Reuters) - Japan's government may approve the\nuse...",reuters,2021-5-06,https://www.reuters.com/article/idUSL1N2MU00J
"UPDATE 1-Olympics-Japan's Endo faces finance, feuding and stadium fuss","... issue for Olympic organisers\nBy Elaine Lies\nTOKYO, June 25 (Reuters... in downtown Tokyo, where the now-demolished stadium used for the 1964 Olympics...",reuters,2015-6-25,https://www.reuters.com/article/idUSL3N0ZB2EZ20150625
Olympics-Israel demands Games ceremony for killed athletes in 1972,"... Olympics at each Games opening ceremony, telling the International Olympic....\nDays after the IOC announced a mourning site at each Olympic village...",reuters,2016-8-14,https://www.reuters.com/article/idUSL3N1AV0F9
Olympics: All venues completed for Pyeongchang 2018 - Games chief,... of the 2018 Pyeongchang Winter Olympics have completed construction... said on Monday ahead of the start of the Olympic torch relay...,reuters,2017-10-23,https://www.reuters.com/article/idUSKBN1CS1JF
Olympics-Scrapped Japan stadium designer says rejects copyright call,... for the original 2020 Tokyo Olympics stadium was scrapped due to ballooning costs say... year in just one of a series of embarrassments for Tokyo Olympics...,reuters,2016-1-14,https://www.reuters.com/article/idUSL3N14Y1SD20160114
Smokers face tighter rules as Japanese capital eyes smoke-free Olympics,"... in Tokyo smoke-free by the time it hosts the 2020 Summer Olympics or risk... the parts of Tokyo that do not meet the Olympic standards, as well...",reuters,2017-1-31,https://www.reuters.com/article/idUSKBN15F0UZ
