news_title,news_content,news_source,news_pubtime,news_url
Tokyo Olympics: Anjum Moudgil completes COVID-19 vaccination,"New Delhi [India], May 7 (ANI): Indian shooter Anjum Moudgil has completed her COVID-19 vaccination by taking her second jab as she gears up for the upcoming Tokyo Olympics....",ANI News,2021/5/7,https://www.aninews.in/news/sports/others/tokyo-olympics-anjum-moudgil-completes-covid-19-vaccination20210507092200/
UPDATE 4-Japan to extend state of emergency by three weeks to May 31,Japan's government is set to extend on Friday a state of emergency in Tokyo and three other areas by about three weeks until the end of May to curb a surge in novel coronavirus cases just months before the start of the Tokyo Olympics....,Reuters,2021/5/7,https://www.reuters.com/article/health-coronavirus-japan/update-4-japan-to-extend-state-of-emergency-by-three-weeks-to-may-31-idUSL1N2MU05Z
Japan to extend state of emergency by three weeks to May 31,Japan's government is set to extend on Friday a state of emergency in Tokyo and three other areas by about three weeks until the end of May to curb a surge in novel coronavirus cases just months before the start of the Tokyo Olympics....,Reuters,2021/5/7,https://www.reuters.com/article/us-health-coronavirus-japan/japan-to-extend-state-of-emergency-by-three-weeks-to-may-31-idUSKBN2CO035
UPDATE 5-Japan set to extend state of emergency by three weeks to May 31,Japan's government is set to extend on Friday a state of emergency in Tokyo and three other areas by about three weeks until the end of May to curb a surge in novel coronavirus cases just months before the start of the Tokyo Olympics....,Reuters,2021/5/7,https://www.reuters.com/article/health-coronavirus-japan/update-5-japan-set-to-extend-state-of-emergency-by-three-weeks-to-may-31-idUSL1N2MU05Z
Calls to Cancel Tokyo Olympics Grow Louder as Emergency Extended,"(Bloomberg) -- A petition calling to cancel the Tokyo Olympics gathered support in Japan on Friday, as the government prepared to extend the state of emergency in the city and beyond to control the spread of the virus. A Change....",BloombergQuint,2021/5/7,https://www.bloombergquint.com/onweb/calls-to-cancel-tokyo-olympics-grow-louder-as-emergency-extended
UPDATE 1-Anti-Olympics campaign gains traction online in Japan amid COVID-19 fears,"An online petition in Japan calling for the Tokyo Olympics to be cancelled has garnered more than 200,000 signatures in the past few days, as public concerns mount over holding the Games in a pandemic....",Reuters,2021/5/7,https://www.reuters.com/article/olympics-2020-campaign/update-1-anti-olympics-campaign-gains-traction-online-in-japan-amid-covid-19-fears-idUSL1N2MU0CS
"UPDATE 7-Japan extends coronavirus emergency in Tokyo, other areas as Olympics loom",Japan's premier extended on Friday a state of emergency in Tokyo and three other areas until the end of May to stem a surge in novel coronavirus cases fuelled by the spread of virus variants just months before the Tokyo Olympics....,Reuters,2021/5/7,https://www.reuters.com/article/health-coronavirus-japan/update-7-japan-extends-coronavirus-emergency-in-tokyo-other-areas-as-olympics-loom-idUSL1N2MU05Z
"Japan extends coronavirus emergency in Tokyo, other areas as Olympics loom",Japan's premier extended on Friday a state of emergency in Tokyo and three other areas until the end of May to stem a surge in novel coronavirus cases fuelled by the spread of virus variants just months before the Tokyo Olympics....,Reuters,2021/5/7,https://www.reuters.com/article/us-health-coronavirus-japan/japan-extends-coronavirus-emergency-in-tokyo-other-areas-as-olympics-loom-idUSKBN2CO035
"UPDATE 8-Japan extends coronavirus emergency in Tokyo, PM Suga says possible to host safe Olympics","Japan extended on Friday a state of emergency in Tokyo and three other areas until the end of May to stem a surge in novel coronavirus cases, but Prime Minister Yoshihide Suga reiterated that it was still possible to host the Tokyo Olympics just months aw...",Reuters,2021/5/7,https://www.reuters.com/article/health-coronavirus-japan/update-8-japan-extends-coronavirus-emergency-in-tokyo-pm-suga-says-possible-to-host-safe-olympics-idUSL1N2MU05Z
"Japan extends coronavirus emergency in Tokyo, PM Suga says possible to host safe Olympics","Japan extended on Friday a state of emergency in Tokyo and three other areas until the end of May to stem a surge in novel coronavirus cases, but Prime Minister Yoshihide Suga reiterated that it was still possible to host the Tokyo Olympics just months aw...",Reuters,2021/5/7,https://www.reuters.com/article/us-health-coronavirus-japan/japan-extends-coronavirus-emergency-in-tokyo-pm-suga-says-possible-to-host-safe-olympics-idUSKBN2CO035
China willing to support Tokyo Olympics - President Xi,"China's President Xi Jinping said on Friday that China will continue to cooperate with International Olympic Committee to support the Tokyo Olympics, and strengthen vaccine cooperation with the IOC for the games....",Reuters,2021/5/7,https://www.reuters.com/article/china-olympics-japan/china-willing-to-support-tokyo-olympics-president-xi-idUSB9N2I601U
UPDATE 2-Japanese anti-Olympics campaign gains traction as pandemic simmers,"An online petition in Japan calling for the Tokyo Olympics to be cancelled has garnered more than 200,000 signatures in the past few days, as public concerns mount over holding the Games in a pandemic....",Reuters,2021/5/7,https://www.reuters.com/article/olympics-2020-campaign/update-2-japanese-anti-olympics-campaign-gains-traction-as-pandemic-simmers-idUSL1N2MU0CS
Indian shooters to take part in World Cup in Croatia,"New Delhi, May 7 (PTI) The last shooting World Cup before the Tokyo Olympics will be held in Osijek, Croatia from June 22 to July 3 and the Indians are set to take part in that event as they would be training in the European country at that time. The comb...",Press Trust of India,2021/5/7,http://www.ptinews.com/news/12399525_Indian-shooters-to-take-part-in-World-Cup-in-Croatia.html
"Van der Poel, Ferrand-Prevot win short track MTB races","ALBSTADT, Germany (AP) ！ Mathieu van der Poel and Pauline Ferrand-Prevot confirmed their status as the favorites in mountain biking at the Tokyo Olympics by winning the first World Cup race of the season Friday night in Germany......",AP,2021/5/7,https://apnews.com/30c7a1a0e70e5a5680a8a140ac9881d8
US surfer John John Florence injured in Australian event,"PERTH, Australia (AP) ！ Two-time world surfing champion John John Florence has a knee injury which he hopes won't prevent him from representing the United States at the Tokyo Olympics. The 28-year-old Florence said Saturday he was withdrawing fr...",AP,2021/5/8,https://apnews.com/3ddae69f97b71665edb003c83c60ec1a
"Rijiju congratulates Indian rowers Arjun Jat, Arvind Singh for sealing Tokyo Olympics berth","New Delhi [India], May 8 (ANI): Union Youth Affairs and Sports Minister Kiren Rijiju congratulated the Indian duo of Arjun Jat and Arvind Singh for sealing a berth in the rowing men's doubles sculls event for Tokyo Olympics slated to be held later thi...",ANI News,2021/5/8,https://www.aninews.in/news/sports/others/rijiju-congratulates-indian-rowers-arjun-jat-arvind-singh-for-sealing-tokyo-olympics-berth20210508092855/
Olympics-Japan swimmer Ikee pleads for understanding amid calls for athletes to withdraw from Olympics,"Japanese swimmer Rikako Ikee, who qualified for the Olympics after overcoming leukaemia last year, asked the public to show patience and support for athletes amid mounting calls for them to pull out of the Tokyo Games due to the coronavirus pandemic....",Reuters,2021/5/8,https://www.reuters.com/article/olympics-2020-ikee/olympics-japan-swimmer-ikee-pleads-for-understanding-amid-calls-for-athletes-to-withdraw-from-olympics-idUSL1N2MV02I
UPDATE 1-Olympics-Japan swimmer Ikee pleads for understanding amid calls for athletes to withdraw from Olympics,"Japanese swimmer Rikako Ikee, who qualified for the Olympics after overcoming leukaemia last year, asked the public to show patience and support for athletes amid mounting calls for them to pull out of the Tokyo Games due to the coronavirus pandemic....",Reuters,2021/5/8,https://www.reuters.com/article/olympics-2020-ikee/update-1-olympics-japan-swimmer-ikee-pleads-for-understanding-amid-calls-for-athletes-to-withdraw-from-olympics-idUSL1N2MV03U
Two Tokyo Olympics: Inside and outside the National Stadium,"TOKYO (AP) ！ Seated inside Tokyo's new $1.4 billion National Stadium, Sebastian Coe again tried to reassure athletes and skeptical residents of Japan that the postponed Olympics will be safe when they open in just under 11 weeks......",AP,2021/5/9,https://apnews.com/4c0229faffbb9af9d1bc548e6692423c
Naomi Osaka conflicted over holding the Tokyo Olympics,"ROME (AP) ！ Naomi Osaka is conflicted over whether the Tokyo Olympics should be held amid the coronavirus pandemic. The second-ranked tennis player, who represents Japan, was asked about the games at the Italian Open on Sunday......",AP,2021/5/9,https://apnews.com/40e75382a1d5a278e13e3a8acd41bb5d
Olympics-Poll shows 60% of Japanese want Games cancelled,"Nearly 60% of people in Japan want the Tokyo Olympics to be cancelled, an opinion poll showed on Monday, less than three months before the Games are due to begin....",Reuters,2021/5/10,https://www.reuters.com/article/olympics-2020-japan/olympics-poll-shows-60-of-japanese-want-games-cancelled-idUSL1N2MX01F
Olympics-Australia starts vaccinating athletes ahead of Tokyo Games,Australia started administering COVID-19 vaccines to athletes around the country on Monday to give them "comfort and certainty" for their final preparations for the Tokyo Olympics....,Reuters,2021/5/10,https://www.reuters.com/article/olympics-2020-australia/olympics-australia-starts-vaccinating-athletes-ahead-of-tokyo-games-idUSL4N2MX19J
Olympics-Brisbane edges closer to securing 2032 Games,"While debate has raged over whether the Tokyo Olympics should go ahead this year, the Australian city of Brisbane has been moving closer to securing the hosting rights for the 2032 Summer Games - a deal that could be sealed as early as July....",Reuters,2021/5/10,https://www.reuters.com/article/olympics-2032/olympics-brisbane-edges-closer-to-securing-2032-games-idUSL4N2MX0PS
IOC head Bach visit to Japan set for May to be postponed - Tokyo 2020 organisers,"A visit by International Olympic Committee head Thomas Bach to Japan that had been set for May 17-18 has been postponed due to the extension of the state of emergency, Tokyo 2020 Olympics organisers said on Monday....",Reuters,2021/5/10,https://www.reuters.com/article/olympics-2020-bach/ioc-head-bach-visit-to-japan-set-for-may-to-be-postponed-tokyo-2020-organisers-idUST9N2MD020
Nishikori raises questions about holding the Tokyo Olympics,ROME (AP) ！ Japanese tennis player Kei Nishikori has doubts about whether the IOC and local organizers are doing enough to plan for a worst-case scenario of "hundreds" or "thousands" of coronavirus cases at the Tokyo Olympics......,AP,2021/5/10,https://apnews.com/7d3608f0601c058599c120d63c8ea04b
Tennis-Nadal casts doubts over Olympic participation with wait-and-watch approach,"Rafa Nadal has raised doubts about his participation in this year's Tokyo Olympics amid the COVID-19 pandemic, saying on Tuesday that he has to be flexible and cannot give a clear answer until he organises his schedule for the year....",Reuters,2021/5/11,https://www.reuters.com/article/tennis-rome/tennis-nadal-casts-doubts-over-olympic-participation-with-wait-and-watch-approach-idUSL1N2MY19O
Rafael Nadal uncertain about playing in Tokyo Olympics,"ROME (AP) ！ Rafael Nadal joined the growing number of tennis players expressing doubts about competing in the Tokyo Olympics. The third-ranked Nadal, in Rome for the Italian Open, said Tuesday that his status for the Tokyo games is uncertain......",AP,2021/5/11,https://apnews.com/2e9310f40139e2ca45772d0ab5bd2393
"Brazil to vaccinate athletes, coaches for Tokyo Olympics","SAO PAULO (AP) ！ Brazil's government is about to start delivering COVID-19 vaccines to athletes, coaches, referees and accredited media headed for the Olympics and Paralympic Games in Tokyo. Health Minister Marcelo Queiroga told a news conferenc...",AP,2021/5/11,https://apnews.com/1ef03d75b1e70ffeb10bd12d582e8cd4
Iran Foreign Ministry to Assist NOCI in Tokyo Olympics - Politics news,"TEHRAN (Tasnim) Iran's Ministry of Foreign Affairs and the country's National Olympic Committee agreed to set up a joint committee to handle issues relating to the Tokyo Olympics, which have been delayed by a year due to the coronavirus pandemic....",Tasnim News Agency,2021/5/12,https://www.tasnimnews.com/en/news/2021/05/12/2501732/iran-foreign-ministry-to-assist-noci-in-tokyo-olympics
UPDATE 1-Olympics-Tokyo 2020 sponsor Toyota "conflicted" over pandemic Olympics,A top executive of Tokyo 2020 Olympic Games sponsor Toyota Motor Corp said officials of the Japanese company felt "conflicted" over the desire to see the Olympics succeed and public concerns about holding the event during a pandemic. Less than thr...,Reuters,2021/5/12,https://www.reuters.com/article/olympics-2020-japan/update-1-olympics-tokyo-2020-sponsor-toyota-conflicted-over-pandemic-olympics-idUSL1N2MZ0A5
Tokyo 2020 sponsor Toyota "conflicted" over pandemic Olympics,A top executive of Tokyo 2020 Olympic Games sponsor Toyota Motor Corp said officials of the Japanese company felt "conflicted" over the desire to see the Olympics succeed and public concerns about holding the event during a pandemic. Less than thr...,Reuters,2021/5/12,https://www.reuters.com/article/us-olympics-2020-japan-vaccine/tokyo-2020-sponsor-toyota-conflicted-over-pandemic-olympics-idUSKBN2CT091
UPDATE 2-Olympics-Tokyo 2020 sponsor Toyota "conflicted" over pandemic Olympics,A top executive of Tokyo 2020 Olympic Games sponsor Toyota Motor Corp said officials of the Japanese company felt "conflicted" over the desire to see the Olympics succeed and public concerns about holding the event during a pandemic. Less than thr...,Reuters,2021/5/12,https://www.reuters.com/article/olympics-2020-japan/update-2-olympics-tokyo-2020-sponsor-toyota-conflicted-over-pandemic-olympics-idUSL1N2MZ0A5
U.S. Track Team Cancels Olympics Training in Japan on Virus,"(Bloomberg) -- The U.S. national track & field team has canceled its training planned outside Tokyo for the 2020 Olympics due to safety concerns for the athletes, in another blow to the sporting event which has come under strong opposition from the Japane...",BloombergQuint,2021/5/12,https://www.bloombergquint.com/onweb/us-track-team-cancels-olympics-training-in-japan-on-virus
"Olympics-Brazil to start vaccinating athletes, staff headed to Tokyo Games","Brazilian athletes and staff travelling to Tokyo for the Olympics will receive COVID-19 vaccines with the first doses set to be administered on Friday, the Brazilian Olympic Committee (COB) has said....",Reuters,2021/5/12,https://www.reuters.com/article/health-coronavirus-olympics-vaccine-braz/olympics-brazil-to-start-vaccinating-athletes-staff-headed-to-tokyo-games-idUSL4N2MZ2S2
"After Serena Williams, Rafael Nadal Also Unsure of Participation in Tokyo Olympics","Rafael Nadal has joined a long list of tennis players who have expressed doubts about their participation in the Tokyo Olympics, or whether the event should be held at......",Sputnik International,2021/5/12,https://sputniknews.com/sport/202105121082864092-after-serena-williams-rafael-nadal-also-unsure-of-participation-in-tokyo-olympics/
INTERNATIONAL OLYMPIC COMMITTEE SUPPORTS MEASURES TAKEN BY JAPANESE AUTHORITIES TO MANAGE COVID-19 - IOC SPOKESMAN,"ABOUT 70% OF ATHLETES - 7,800 SO FAR - HAVE QUALIFIED FOR TOKYO OLYMPICS - IOC SPOKESMAN...",Reuters,2021/5/12,https://www.reuters.com/article/international-olympic-committee-supports/international-olympic-committee-supports-measures-taken-by-japanese-authorities-to-manage-covid-19-ioc-spokesman-idUSMT1ALTL8N2MZ6DH1
"ABOUT 70% OF ATHLETES - 7,800 SO FAR - HAVE QUALIFIED FOR TOKYO OLYMPICS - IOC SPOKESMAN","ABOUT 70% OF ATHLETES - 7,800 SO FAR - HAVE QUALIFIED FOR TOKYO OLYMPICS - IOC SPOKESMAN...",Reuters,2021/5/12,https://www.reuters.com/article/about-70-of-athletes-7800-so-far-have-qu/about-70-of-athletes-7800-so-far-have-qualified-for-tokyo-olympics-ioc-spokesman-idUSMT1ALTL8N2MZ6DH2
How coach Paramjeet changed Seema's wrestling career,"By Amanpreet Singh Farrukh Nagar (Haryana), May 12 (PTI) Qualifying for the Tokyo Olympics was an unimaginable dream realised for Seema Bisla, who did not even think of winning a national title until she bumped into a ""guru"" who believed in her ta...",Press Trust of India,2021/5/12,http://www.ptinews.com/news/12411159_How-coach-Paramjeet-changed-Seema-s-wrestling-career.html
Olympics-IOC confident of successful Tokyo Games despite public opposition,"ABOUT 70% OF ATHLETES - 7,800 SO FAR - HAVE QUALIFIED FOR TOKYO OLYMPICS - IOC SPOKESMAN...",Reuters,2021/5/12,https://www.reuters.com/article/olympics-ioc/olympics-ioc-confident-of-successful-tokyo-games-despite-public-opposition-idUSL8N2MZ6DH
UPDATE 1-Olympics-IOC confident of successful Tokyo Games despite public opposition,"The International Olympic Committee (IOC) on Wednesday said it supported Japanese measures to counter COVID-19 and was confident the Tokyo Olympics would be a ""historic"" event, despite wide public opposition....",Reuters,2021/5/12,https://www.reuters.com/article/olympics-ioc/update-1-olympics-ioc-confident-of-successful-tokyo-games-despite-public-opposition-idUSL1N2MZ1VA
IOC says negative public opinion is no threat to Tokyo Games,"GENEVA (AP) ！ The IOC on Wednesday downplayed concerns over Japanese public opinion calling for the Tokyo Olympics to be canceled, before its virtual news conference was interrupted by an activist protesting the games......",AP,2021/5/12,https://apnews.com/edf88556ac545a17b8046e0e336958fd
SoftBank's Son says 'afraid' about Tokyo 2020,SoftBank Group Corp CEO Masayoshi Son said on Thursday he is "afraid of having the Olympics" during the COVID-19 pandemic due to its potential impact on Japan and countries sending athletes to the Games in Tokyo. (Reporting by Sam Nussey; Editing ...,Reuters,2021/5/13,https://www.reuters.com/article/olympics-2020-japan-softbank/softbanks-son-says-afraid-about-tokyo-2020-idUST9N29B02N
UPDATE 1-SoftBank's Son says 'afraid' about Tokyo 2020,SoftBank Group Corp CEO Masayoshi Son said on Thursday he is "afraid" of having the Olympics during the COVID-19 pandemic and expressed concern for both Japan and countries sending athletes to the Games in Tokyo....,Reuters,2021/5/13,https://www.reuters.com/article/olympics-2020-japan-softbank/update-1-softbanks-son-says-afraid-about-tokyo-2020-idUSL1N2N00PV
UPDATE 2-SoftBank's Son says 'afraid' about Tokyo 2020,SoftBank Group Corp CEO Masayoshi Son said on Thursday he is "afraid" of having the Olympics during the COVID-19 pandemic and expressed concern for both Japan and countries sending athletes to the Games in Tokyo....,Reuters,2021/5/13,https://www.reuters.com/article/olympics-2020-japan-softbank/update-2-softbanks-son-says-afraid-about-tokyo-2020-idUSL1N2N00PV
IOC Confident of Hosting Tokyo Olympics Despite Public Unease Over Rising COVID-19 Cases in Japan,The International Olympic Committee (IOC) is "moving fully ahead" with the rescheduled Tokyo Olympics despite widespread public unease in Japan over the spread of the......,Sputnik International,2021/5/13,https://sputniknews.com/sport/202105131082875752-ioc-confident-of-hosting-tokyo-olympics-despite-public-unease-over-rising-covid-19-cases-in-japan/
Gymnastics-Becky Downie handed special Olympic trial after brother's death,British Gymnastics will give world silver medallist Becky Downie a special chance to qualify for her third Olympics after the sudden death of her brother Josh before last weekend's final trial for Tokyo....,Reuters,2021/5/13,https://www.reuters.com/article/olympics-2020-gymnastics-downie/gymnastics-becky-downie-handed-special-olympic-trial-after-brothers-death-idUSL4N2N04IW
"Anti-Olympics campaign in Japan gathers 350,000 signatures","An online petition calling for the cancellation of the Tokyo Olympics has garnered 350,000 signatures, the campaign's organiser said on Friday....",Reuters,2021/5/14,https://www.reuters.com/article/us-olympics-2020-election/anti-olympics-campaign-in-japan-gathers-350000-signatures-idUSKBN2CV061
Critics of Tokyo Olympics submit petition urging cancellation,"Critics of Japan's plan to hold the Tokyo Olympics despite a fourth wave of coronavirus infections submitted a petition on Friday signed by 350,000 people over nine days calling for the Games to be cancelled....",Reuters,2021/5/14,https://www.reuters.com/article/us-olympics-2020-campaign/critics-of-tokyo-olympics-submit-petition-urging-cancellation-idUSKBN2CV061
World champion cyclist Alaphilippe to skip Tokyo Olympics,"PARIS (AP) ！ World champion cyclist Julian Alaphilippe has decided to skip the Tokyo Olympics, where he was expected to be a medal contender in the road race. The French rider said Friday it was a personal choice reached in agreement with the nation...",AP,2021/5/14,https://apnews.com/b6d79705e237bc8c148cb9d92dd8c84c
Schwazer's last hope for Tokyo Olympics turned down,"The Swiss federal court on Friday turned down an appeal by 2008 Olympic 50k walk champ Alex Schwazeragainst his doping ban, dashing his last hope of being able to take part in the Tokyo Olympics. . ANSA...",ANSA,2021/5/14,https://www.ansa.it//english/news/sports/2021/05/14/schwazers-last-hope-for-tokyo-olympics-turned-down_56769e91-3791-4ed2-963e-2bc247d7776e.html
Olympics-Coe says COVID-19 vaccine a big factor in making Tokyo Games happen,World Athletics president Sebastian Coe said on Friday he is confident the Tokyo Olympics will go ahead as planned this year with COVID-19 vaccines giving athletes greater access to training and competitions in the build-up....,Reuters,2021/5/14,https://www.reuters.com/article/olympics-2020-coe/olympics-coe-says-covid-19-vaccine-a-big-factor-in-making-tokyo-games-happen-idUSL1N2N11XY
US triple jumper banned from Olympics for missed drug tests,GENEVA (AP) ！ American triple jumper Omar Craddock was banned for 20 months on Friday over missed doping tests and will miss the Tokyo Olympics and the 2022 world championships in Oregon. Track and field's Athletics Integrity Unit alleged the 20...,AP,2021/5/14,https://apnews.com/5458a445e442c1111fe8af6109c79ec8
Rakuten Founder Mikitani Calls Tokyo Olympics 'Suicide Mission',(Bloomberg) -- The billionaire founder and chief executive of Japanese online retailer Rakuten Group Inc. called the Tokyo Olympics a "suicide mission" in an interview with broadcaster CNN....,BloombergQuint,2021/5/15,https://www.bloombergquint.com/onweb/rakuten-founder-mikitani-calls-tokyo-olympics-suicide-mission
Americans dominate first World Triathlon Series women's race,"YOKOHAMA, Japan (AP) ！ Taylor Knibb won the season-opening World Championship Series triathlon on Saturday to book her place on the U.S. team for the Tokyo Olympics in July. The 23-year-old Knibb finished the Olympic distance of a 1.5-kilometer swim...",AP,2021/5/15,https://apnews.com/ecc69bebc2c5dda871ec0454d5051a74
Olympics-Federer calls for end to Tokyo Games uncertainty,"Tennis great Roger Federer has called on Olympics organisers to end the uncertainty around the Tokyo Games, with the 20-times Grand Slam winner saying he was still in two minds whether to compete....",Reuters,2021/5/15,https://www.reuters.com/article/olympics-2020-tennis-federer/olympics-federer-calls-for-end-to-tokyo-games-uncertainty-idUSL4N2N202Y
Federer calls for end to Tokyo Games uncertainty,"Tennis great Roger Federer has called on Olympics organisers to end the uncertainty around the Tokyo Games, with the 20-times Grand Slam winner saying he was still in two minds whether to compete....",Reuters,2021/5/15,https://www.reuters.com/article/us-olympics-2020-tennis-federer/federer-calls-for-end-to-tokyo-games-uncertainty-idUSKBN2CW048
Olympics-World Sailing wants IOC confirmation Tokyo Games will go ahead,World Sailing has delayed the approval of its financial statements pending a confirmation it has requested from the International Olympic Committee (IOC) that this year's Tokyo Olympics will go ahead....,Reuters,2021/5/16,https://www.reuters.com/article/olympics-2020-sailing/olympics-world-sailing-wants-ioc-confirmation-tokyo-games-will-go-ahead-idUSL2N2N308K
Olympics-Party-free Tokyo will be heaven for the socially distant: NZ runner Willis,"Strict COVID-19 rules will kill the party vibe at the Tokyo Olympics Athletes' Village and that is just fine for New Zealand's veteran middle distance runner Nick Willis, who will relish some peace and quiet before competing at his fifth Games....",Reuters,2021/5/17,https://www.reuters.com/article/olympics-2020-athletics-willis/olympics-party-free-tokyo-will-be-heaven-for-the-socially-distant-nz-runner-willis-idUSL3N2N41NN
Table Tennis-World champion Liu left out of China's Olympics singles roster,World champion Liu Shiwen was left out of China's women's singles roster for this year's Tokyo Olympics after they announced a six-member team on Sunday....,Reuters,2021/5/17,https://www.reuters.com/article/olympics-2020-tabletennis-china/table-tennis-world-champion-liu-left-out-of-chinas-olympics-singles-roster-idUSL3N2N42RY
Tokyo doctors call for cancellation of Olympic Games due to COVID-19,A top medical organisation has thrown its weight behind calls to cancel the Tokyo Olympics saying hospitals are already overwhelmed as the country battles a spike in coronavirus infections less than three months from the start of the Games....,Reuters,2021/5/18,https://www.reuters.com/article/olympics-2020/tokyo-doctors-call-for-cancellation-of-olympic-games-due-to-covid-19-idUSL3N2N50QO
Olympics-Australia unveils opening ceremony uniforms for Tokyo,"Australia unveiled the uniforms their athletes will wear at the opening ceremony of the Tokyo Olympics on Tuesday, a milestone that world champion canoeist Jessica Fox said made her third trip to the Games ""a bit more real""....",Reuters,2021/5/18,https://www.reuters.com/article/olympics-2020-australia-uniform/olympics-australia-unveils-opening-ceremony-uniforms-for-tokyo-idUSL3N2N50ZE
Golf-Westwood withdraws name from Olympics consideration,Lee Westwood is currently on the outside looking in with regards to qualifying for the Tokyo Olympics but the Englishman said on Tuesday he has already withdrawn his name from consideration due to family commitments and his playing schedule....,Reuters,2021/5/18,https://www.reuters.com/article/golf-pgachamp-westwood/golf-westwood-withdraws-name-from-olympics-consideration-idUSL2N2N51PP
Golf-Matsuyama understands Japan's virus concerns but hopes Olympics can go forward,Japan's Hideki Matsuyama said he understands why many in his home country want this summer's Tokyo Olympics cancelled as the country continues to grapple with the COVID-19 pandemic but he hopes the event can still go forward....,Reuters,2021/5/18,https://www.reuters.com/article/golf-pgachamp-matsuyama/golf-matsuyama-understands-japans-virus-concerns-but-hopes-olympics-can-go-forward-idUSL2N2N52ZV
Most Japanese medical workers still not fully vaccinated as Olympics loom,"Less than 30% of Japan's medics have been vaccinated against COVID-19 in major cities with just 65 days to go before the start of the Tokyo Olympics, the Nikkei newspaper reported on Wednesday, amid growing calls for the Games to be cancelled....",Reuters,2021/5/19,https://www.reuters.com/article/olympics-2020/most-japanese-medical-workers-still-not-fully-vaccinated-as-olympics-loom-idUSL3N2N60IQ
Hockey-Australia's Swann calls time on career before Olympics,Australia's Matthew Swann ended his international hockey career on Wednesday and said he had no regrets about making the decision before the Tokyo Olympics as he wanted to be with his wife for the birth of their first child....,Reuters,2021/5/19,https://www.reuters.com/article/hockey-australia/hockey-australias-swann-calls-time-on-career-before-olympics-idUSL2N2N60DI
Few Japanese medical workers fully vaccinated as Olympics near,"Less than 30% of medics in Japan's major cities have been vaccinated against COVID-19 with just 65 days to go before the start of the Tokyo Olympics, the Nikkei newspaper reported on Wednesday, as calls grow for the Games to be cancelled....",Reuters,2021/5/19,https://www.reuters.com/article/us-olympics-2020/few-japanese-medical-workers-fully-vaccinated-as-olympics-near-idUSKCN2D005O
IOC reassures anxious Japan Olympics will be safe,The International Olympic Committee (IOC) on Wednesday reassured an anxious Japan that the Tokyo Olympics will be safe for athletes as well as the host community amid mounting opposition to the Games and fears it will fuel a spike in COVID-19 cases....,Reuters,2021/5/19,https://www.reuters.com/article/us-olympics-2020/ioc-reassures-anxious-japan-olympics-will-be-safe-idUSKCN2D005O
IOC reassures anxious Japan that Olympics will be safe,"The International Olympic Committee (IOC) reassured an anxious Japan on Wednesday that the Tokyo Olympics would be safe for athletes as well as the host community, amid mounting opposition to the Games and fears it will fuel a spike in COVID-19 cases....",Reuters,2021/5/19,https://www.reuters.com/article/us-olympics-2020/ioc-reassures-anxious-japan-that-olympics-will-be-safe-idUSKCN2D005O
"Olympics-Tokyo can mark pandemic turning point despite concerns, says Swedish Olympic boss","The Tokyo Olympics can mark a turning point in the global COVID-19 pandemic, the CEO of Swedish Olympic Committee has said....",Reuters,2021/5/19,https://www.reuters.com/article/olympics-2020-sweden/olympics-tokyo-can-mark-pandemic-turning-point-despite-concerns-says-swedish-olympic-boss-idUSXXN2N600M
IOC chief to send medical staff to Tokyo Olympics,The International Olympic Committee said it has approved medical staff for the Tokyo Olympics amid the coronavirus pandemic....,UPI,2021/5/19,https://www.upi.com/Top_News/World-News/2021/05/19/Japan-Tokyo-Olympics-medical-staff-IOC/7291621431493/
Lowe to host NBC's Olympics daytime coverage from Tokyo,NEW YORK (AP) ！ Rebecca Lowe will be the daytime host for NBC's coverage of the Tokyo Olympics. Lowe was previously a host for NBCSN's Olympics coverage from Sochi in 2014 before anchoring the 2016 Rio and 2018 Pyeongchang games....,AP,2021/5/19,https://apnews.com/a8a164d75f3275df0ea57eab98501980
Mark Parsons named next coach of Dutch national women's team,"THE HAGUE, Netherlands (AP) ！ Mark Parsons was named the next head coach of the Dutch women's soccer team on Thursday and will succeed Sarina Wiegman after the Tokyo Olympics. The 34-year-old Parsons, who currently coaches the Portland Thorns in...",AP,2021/5/20,https://apnews.com/17b163fbcc6d66d1f4ed248e246a9de0
Swan song? Biles gearing up for one more Olympic ride,"SPRING, Texas (AP) ！ Simone Biles hops up in a chair and lets out a small sigh. ""Only 12 more weeks,"" the greatest gymnast of her generation and any other says with a hint of wistfulness. Not 12 weeks until the Tokyo Olympics begin....",AP,2021/5/20,https://apnews.com/e25adf4e85aee35db667e606ced7be5d
"Williams inspires US water polo team with play, mentality","LOS ALAMITOS, Calif. (AP) ！ Alys Williams thought she was done. She was the last cut for the best women's water polo team in the world, and it was a long time until the Tokyo Olympics. It was time....",AP,2021/5/20,https://apnews.com/827f473cfbd6e228817a33521db976f1
Athletics-Olympic triple jump champion Taylor injured ahead of Tokyo Games,"Double Olympic and four-times world triple jump champion Christian Taylor has ruptured his Achilles tendon just over two months before the Tokyo Olympics, his fiancee said on Thursday....",Reuters,2021/5/20,https://www.reuters.com/article/athletics-taylor/athletics-olympic-triple-jump-champion-taylor-injured-ahead-of-tokyo-games-idUSL2N2N72TU
