news_title,news_content,news_source,news_pubtime,news_sentiment,news_url
男乒主教练秦志戬表示，奥运模拟赛结果不和奥运名单挂钩,"之前国乒说要在8月份举办的东京奥运模拟赛目前已经正式开始了，比赛进行得如火如荼非常激烈，而很多球迷都认为这次奥运模拟赛的结果将作为东京奥运会参赛名单参考的猜测一直没有停止。而针对这个说法，男乒主教练秦志戬在不久之前接受记者采访的时候曾明确表示，这次比赛的结果和明年东京奥运会的参赛名单没有直接的关系，也就是说这次比赛的结果将不会作为明年选择参赛人员时的一个参考条件。图片为秦志戬所以说国乒这次举办模拟赛的最终目的还是为了考验队员的训练成果，而不是为了选择适合明年参加东京奥运会的人员，所以目前我们还不能确定国乒到底会派谁去参加明年的比赛，而如果想要知道最终的参赛人员，还要等到国际比赛重启之后才能做
 ... ",腾讯新闻网,2020-08-12,0.0,https://new.qq.com/omn/20200812/20200812A04N7K00
东京奥运会倒计时一周年 新冠疫情仍是最大难题_今日热点,"中新网7月23日电 综合报道，因新冠疫情延期后的东京奥运会，计划于2021年7月23日在日本东京开幕，在距离大会举办倒计时一周年之际，虽然日本政府方面表示会全力推进准备工作，但对于本届奥湖北重点疫情区域_今日热点运会的前景，日本民众似乎并不看好。 资料图：日本首相安倍晋三。 日本政府：全力推进大会准备工作 22日，日本首相安倍晋三就东京奥运会表示，“为了举办东京奥运会和残奥会，计划就运动员和大会相关人员的入境事宜展开讨论。”日本《每日新闻》分析称，安倍此举是为了创造出能顺利举办大会的条件，以避免东京奥运会再次遭到延期甚至取消。 同日，日本内阁官房长官菅义伟针对东京奥运会表示，“国际奥委会在6
 ... ",tianjinsnct.com,2020-07-23,1.0,http://gfvfafx.tianjinsnct.com/7xltc1/jo7.htm
原标题:《郎平忍痛割爱！3大新星被放弃实属无奈，安家杰老乡错过好机会》,"进入到东京奥运会周期之后，中国女排教练组大力培养年轻的新人，希望新人们能够和里约奥运会周期的那些球员一样，在世界大赛的舞台上展露自己的水平。教练组曾经调入多名新人到中国女排国家队试训，但是除了李盈莹打出了名堂以外，其他的新人并没有让球迷们眼前一亮，她们距离球迷的预期还有一段距离，有的球员甚至被郎平忍痛割爱。 在东京奥运会周期，有三大新星被中国女排主教练郎平放弃，她们被放弃也实属无奈，这三大新星
 ... 奥运会，她们想要参赛不太可能。 对于中国女排来说，明年的东京奥运会非常重要，中国队如果想要在东京奥运会上拿到金牌，必须要对自己的阵容进行优化，相信中国女排的教练组已经意识到了这个问题，我们肯定会派出
 ... ",香城新都门户网站,2020-08-02,0.0,http://tiyu.5axd.com/html/200802/660596352668.html
奥运会|原创费德勒坦言有更大的目标，祈祷东京奥运会正常举办,"『炫六网摘要』【奥运会|原创费德勒坦言有更大的目标，祈祷东京奥运会正常举办】费德勒首次亮相奥运会的赛场是在2000年的悉尼奥运会上，年纪轻轻的他首次参赛就打进了半决赛，但是接连输给德国选手哈斯和法国选手帕斯奎尔之后，位居第四无缘奖牌。2004年身为头号种子的费德勒在次轮爆冷输给伯蒂奇，双打也早早输球，费天王第二次奥运会经历... 炫六网本文原题为 --费德勒坦言有更大的目标 ， 祈祷东京奥运会正常举办 作为拥有最多大满贯的男子球员 ， 费德勒一直有一个心愿没有完成 ， 那就是获得一块奥运会的单打金牌 ， 38岁高龄的他拥有比常人更多的奥运会经历 。 东京奥运会的意外推迟 ， 让费德勒的圆梦
 ... ",炫六网,2020-07-30,0.0,http://www.xuan6.com/news/2020-07-30/400257.html
原标题:《东京之后4老将恐退役！颜妮已经难以坚持，丁霞还想坚持四年》,"距离东京奥运会还有一年的时间，奥运延期一年举行给中国女排带来了很大的变故，至少阵容上面可能会有所改变。尤其是会影响老将们的状态，从中国女排现有的阵容来看，东京奥运会之后恐怕会有4位老将选择退役。 
 ... 赛季排超联赛颜妮恐怕很少上场，甚至要休整一个赛季。因为颜妮要保持良好的身体状态，才能顺利出征东京奥运会。她是中国女排副攻端的绝对主力，也是拦网的长城，没有她中国女排在网前会很吃亏。颜妮现在是强忍着不退役，东京奥运会之后已经难以坚持，必然面临退役。 第2位就是曾春蕾，她跟颜妮的情况差不多，只不过两人的区别是，曾春蕾主要是状态下滑严重，要不是东京周期国家队没有发现接应新人，恐怕早就没有了曾春蕾替补接应的
 ... ",香城新都门户网站,2020-08-04,0.0,http://tiyu.5axd.com/html/200804/917596534097.html
太突然！女排最强劲敌主力宣布怀孕生子，恐将无缘东京奥运会！,"东京奥运会延期一年进行打乱了不少国家队、球员以及教练员的计划，中国女排目前在北京集训备战东京奥运会，已经训练四个月的中国队因为没有比赛而只能继续选择闭门苦练，相信她们会有更大的进步。而原本打算今年
 ... 媒报道，原定于今年东京奥运会结束之后结婚生子的塞尔维亚女排副攻大将维利科维奇突然宣布自己已经怀孕四个月，她的小孩将于明年2月份来到这个世界。 实际上在今年5月份，塞尔维亚女排公布集训名单时还有维利科维奇，她此前说过自己要在东京奥运会上帮助塞尔维亚女排获得好成绩，维利科维奇的丈夫也是从事排球的，他是塞尔维亚男排的主力副攻副攻利西纳茨，两个人算是“郎才女貌”。维利科维奇与丈夫因为没有国家队的训练比赛
 ... ",手机新浪网,2020-08-06,0.0,https://k.sina.cn/article_6900174658_19b484f4200100psej.html
明天,"1/9明天，“备战东京-2020中国乒乓球队o奥运模拟赛”将在海南陵水正式打响。本次模拟赛将完全复刻东京奥运会的乒乓球赛程，国乒队员们也登上了久违的赛场。(乒乓世界)​ 2/9明天，“备战东京-2020中国乒乓球队o奥运模拟赛”将在海南陵水正式打响。本次模拟赛将完全复刻东京奥运会的乒乓球赛程，国乒队员们也登上了久违的赛场。(乒乓世界)​ 3/9明天，“备战东京-2020中国乒乓球队o奥运模拟赛”将在海南陵水正式打响。本次模拟赛将完全复刻东京奥运会的乒乓球赛程，国乒队员们也登上了久违的赛场。(乒乓世界)​ 4/9明天，“备战东京-2020中国乒乓球队o奥运模拟赛”将在海南陵水正式打响。本次模拟
 ... ",手机新浪网,2020-08-07,0.0,https://k.sina.cn/article_2011739333_p77e8b4c502700uaoc.html
没有“B计划”的东京奥运会进退两难 疫情蔓延下出现呼吁取消的声音，组委会辟谣称一切照旧信心满满,"?东京奥运会正常举办的不确定因素太多引人担忧 ■本报记者林显威 作为今年世界体坛最受关注的赛事之一，延期后的东京奥运会能否于7月23日如期开幕，答案依旧扑朔迷离。上周，东京奥运会6个月倒计时，英国
 ... 了结论，由于新冠病毒的流行，东京奥运会将不得不取消。该报说，日本重点是确保东京奥运会在2032年举行。 虽然与其他许多发达经济体相比，日本受到的新冠疫情影响较小，但最近病例激增促使日本对外国人关闭边境
 ... 体面的方法宣布东京奥运会取消，让东京能在晚些时候重新打开举办奥运会的大门。“没有人愿意第一个这么说，但大家一致认为这太难了。就我个人而言，我认为这（奥运会）不会发生。”《泰晤士报》援引消息人士的话说道
 ... ",地方网,2021-01-25,1.0,http://www.yybnet.net/tiyu/202101/11195549.html
东京奥运是否取消或于2月确定 “生死线”正在逼近,"1月12日，日本媒体《日刊现代》发文指出“东京奥运会取消进入读秒阶段”，称今年2月就会有结果。 日前，在共同社进行的调查中，“应该立刻决定取消奥运会，全力应对新冠疫情”的呼声很高。关于东京奥运会再度
 ... 决定。2月，东京奥组委和国际奥委会计划对东京奥运会和残奥会的筹备情况以及项目进行审查。因为东京奥运会圣火传递将于3月25日开始，沿途的安保、疫情对策等都准备工作都很繁重。如果最终决定取消东京奥运会的话，2月份应该是最后的期限了。 很多东京奥组委的工作人员与奥组委的合同将在3月到期，如果东京奥运会举办的话，这些人的合同要续签，如果奥运会取消这些人就要去找新的工作。很多员工都在焦急的等待决定，表示
 ... ",新浪网,2021-01-12,1.0,https://sports.sina.com.cn/others/others/2021-01-12/doc-iiznezxt2373103.shtml
取消？官宣：如期举行,"取消？官宣：如期举行！ 中山新闻 中山新闻微信号 zsshengpingwang 功能介绍 活动公布、本地新闻 收录于话题东京奥组委首席执行官武藤敏郎12日表示，关于东京奥运会取消或者推迟到2024年甚至2032年的消息都是假新闻。东京奥组委主席森喜朗在当天的讲话中也承诺，东京奥运会和残奥会将在今年夏天如期举行。东京奥组委主席森喜朗这是东京奥组委高层官员近三个星期内首次发表公开谈话。这段时间日本疫情不断恶化，东京都和附近三个县都再次进入了紧急状态。日本民众对奥运会的信心出现动摇，共同社进行的最新民意调查表明，超过80%的日本民众希望奥运会被推迟或者取消。东京奥运会官方网站于1月1日发布最新
 ... ",懂车帝,2021-01-13,0.0,https://www.dongchedi.com/ugc/article/6917170264606245390
"郎平会不会给她机会?女排奥运最佳落选名单,东京恐怕没有希望","确实不佳。现在，在主教练郎平的带领下，中国女排参加了即将到来的东京奥运会女子排球测试赛，参加了东京奥运会排球测试赛的中国女排共有15名队员，其中包括奥运冠军林莉和刘晓彤，这被外界解读为这两人将会在东京
 ... 进行调整，刘晓彤和林莉最终落选东京奥运会排球测试赛大名单，取代林莉的是江苏女排小将倪非凡。只从林莉在东京奥运会排球测试赛中的落选来客观地推断，林莉将会被淘汰，而东京奥运会中国女排的最终12人参赛名单则是过于武断。以现在的情况来看，林莉在东京奥运会排球测试赛结束后仍将重返国家队，但她参加东京奥运会的可能性确实不大，除非她在东京奥运会前夕重返巅峰，否则中国女排将带着两名自由人去东京，客观上来说，这两个
 ... ",手机新浪网,2021-04-28,1.0,https://k.sina.cn/article_6837948944_19792d2100010117ks.html
国乒主教练解读直通赛：奥运阵容走向不受影响 近期将公布名单,"来源标题：国乒主教练解读直通赛 奥运阵容走向不受影响 近期将公布名单 5月3日，2021“直通WTT大满贯·世乒赛”暨奥运模拟赛在河南新乡正式开赛。距离东京奥运会不足百天，中国乒乓球协会此前在官网公示了《乒乓球项目参加东京奥运会选拔办法》，国乒奥运阵容也备受外界期待。据男、女队主教练秦志戬和李隼介绍，本次直通赛事的重点是在争夺WTT大满贯及世乒赛名额、乒超联赛准入资格，并不会影响国乒奥运阵容的走向。 东京奥运会乒乓球比赛将于2021年7月23日至8月8日在东京举行。乒乓球比赛设立混双、男女团体、男女单打5项比赛，混双项目首次成为奥运会正式比赛项目。 因为全球疫情，体育国际赛事接连停摆，包括
 ... ",千龙网,2021-05-03,1.0,http://sports.qianlong.com/2021/0503/5738886.shtml
游泳——全国冠军赛: 女子200米个人混合泳半决赛赛况,"新华社照片，青岛（山东），2021年5月3日5月3日，余依婷在比赛中。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛女子200米个人混合泳半决赛中，浙江队选手余依婷以2分11秒18的成绩位列第一，晋级决赛。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月3日5月3日，余依婷在比赛中。当日，在山东青岛举行的2021年全国游泳冠军赛暨东京奥运会选拔赛女子200米个人
 ... 冠军赛暨东京奥运会选拔赛女子200米个人混合泳半决赛中，浙江队选手余依婷以2分11秒18的成绩位列第一，晋级决赛。新华社记者 许畅 摄新华社照片，青岛（山东），2021年5月3日5月3日，余依婷在比赛
 ... ",UC头条【APP】（uczzd.cn）,2021-05-03,0.0,http://m.uczzd.cn/ucnews/news?aid=12573453409037876212
女排奥运阵容大换血！5大功勋将遗憾退役，3大天才崛起令人兴奋,"女排奥运阵容大换血！5大功勋将遗憾退役，3大天才崛起令人兴奋 本文来源今日头条作者体育知识分子东京奥运会马上就要开始了，对中国女排的姑娘们来说，大家都渴望能够在东京奥运会上证明自己，如果能够拿到东京奥运会的冠军，女排姑娘们的职业生涯将会变得更加圆满。东京奥运会决定着中国女排球员的未来，所以大家都非常努力，希望能够参加东京奥运会的比赛并且在东京奥运会上站上最高领奖台。中国女排到底会派出什么样的阵容参加奥运会的比赛是球迷们最关注的，从目前的情况来看，中国女排国家队应该会以主力七仙女加李盈莹再加四名替补的阵容参加奥运会的比赛。东京奥运会中国女排的竞争力是非常强的，因为中国女排的球员都处于一个比较好
 ... ",手机新浪网,2021-03-12,0.0,https://k.sina.cn/article_6503622605_183a567cd00100rny0.html?vt=4&cid=69557&node_id=69557&from=sports&subch=vollyball
东京奥组委主席：奥运会运动员家属或被禁止进入日本观看比赛,"摘要：国际奥委会主席巴赫10日在IOC全会上致辞时称，眼下没有理由怀疑东京奥运会开幕式将在7月23日举行。东京奥运会的运动员家属可能会被禁止进入日本观看比赛。 原标题：奥运选手家属也将无缘东京？ 【环球时报记者 张旺】“问题不是能否举办奥运会，而是如何举办。”国际奥委会（IOC）主席巴赫10日在IOC全会上致辞时称，眼下没有理由怀疑东京奥运会开幕式将在7月23日举行。在这次为期3天的线上会议期间
 ... 击剑冠军，将再为国际奥委会掌舵4年。2013年9月，巴赫接替罗格当选第九任国际奥委会主席，任期8年。法新社称，巴赫连任后的首要任务就是东京奥运会的成功举办。对此，巴赫在全会上致辞称，“相当多的奥运选手
 ... ",萝卜投研,2021-03-11,0.0,https://m-robo.datayes.com/information/news/85009471
"女排奥运阵容大换血!5大功勋将遗憾退役,3大天才崛起令人兴奋","东京奥运会马上就要开始了，对中国女排的姑娘们来说，大家都渴望能够在东京奥运会上证明自己，如果能够拿到东京奥运会的冠军，女排姑娘们的职业生涯将会变得更加圆满。东京奥运会决定着中国女排球员的未来，所以大家都非常努力，希望能够参加东京奥运会的比赛并且在东京奥运会上站上最高领奖台。 中国女排到底会派出什么样的阵容参加奥运会的比赛是球迷们最关注的，从目前的情况来看，中国女排国家队应该会以主力七仙女加李盈莹再加四名替补的阵容参加奥运会的比赛。东京奥运会中国女排的竞争力是非常强的，因为中国女排的球员都处于一个比较好的阶段，她们都有机会帮助中国女排冲击最后的冠军。 球迷们非常喜欢中国女排的这些球员，希望她们
 ... ",新浪财经-滚动新闻,2021-03-11,0.0,http://k.sina.com.cn/article_6635132587_18b7c16ab00100tv4a.html
【一笔多论】东京奥运会担心“团结”的背后,"【一笔多论】东京奥运会担心“团结”的背后 作者:王亚囡 来源:《日本新华侨报》 发布时间:3/13/2021 6:52:58 AM 3月12日，就任东京奥运会和残奥会组委会秘书长7年多的日本原财务次官武藤敏郎，在接受媒体采访的时候，称奥运会的价值是“团结”。显然，他的潜台词是：面对着东京奥运会，有许多“不团结”的声音和行为。 的确是这样！面对东京奥运会，国际社会的确有不同的声音，日本国内也有诸如大牌明星拒绝参加点燃奥运圣火的活动，有的赞助商有意撤退，甚至一些民众上街游行表示反对。 在这样的大背景下，作为东京奥运会主办者的日本政府应展现出来凝聚力、汇合力、团结力。如果东京奥运会主办方没有团结的
 ... ",日本新华侨报网,2021-03-13,0.0,http://www.jnocnews.jp/news/show.aspx?id=105347
河南姑娘张茹榜上有名！中国女篮东京奥运会集训大名单出炉,"原标题：河南姑娘张茹榜上有名！中国女篮东京奥运会集训大名单出炉3月15日，大河网记者从河南省球类运动管理中心获悉，在中国篮球协会当日公布的中国女篮18人东京奥运会集训大名单中，河南女篮队员张茹
 ... 朦（湖南）、邵婷（四川）、黄思静、杨力维、李月汝（广东）、韩旭（新疆）、唐子婷、刘禹彤（北师大）。从这份集训大名单可以看出，这支中国女篮基本上还是以去年参加东京奥运会女篮预选赛的阵容为班底，韩旭、李月汝、李梦、王思雨、杨力维等主力球员悉数在列。河南女篮主力张茹去年也随中国女篮参加了东京奥运会女篮资格赛，身体素质好、作风顽强、防守拼抢积极的她很受中国女篮主教练许利民的青睐。目前，张茹正随河南三人女篮
 ... ",云南科技报,2021-03-15,0.0,http://society.yunnan.cn/system/2021/03/15/031336749.shtml
关注东京奥运会,"东京奥运会火炬接力将如期举行据新华社电(记者王子江)东京奥组委3月15日宣布，奥运会火炬接力将在3月25日如期举行，但开幕式不对普通观众开放，表演活动也将简化进行。据透露，火炬接力开幕式将在2011
 ... ，之后，日本女足成员将用去年3月在希腊点燃的圣火点燃第一棒火炬，为期121天、遍及日本47个都道府县的火炬接力正式开始。中国女篮公布奥运集训大名单本报电(记者刘峣)中国女篮国家队近日公布东京奥运会集训
 ... (四川)、黄思静、杨力维、李月汝(广东)、韩旭(新疆)、唐子婷、刘禹彤(北师大)。在去年2月举行的奥运会资格赛中，中国女篮三战全胜，获得东京奥运会入场券。东京奥运会小组赛分为三组，每组4支球队，每组前
 ... ",凤凰网,2021-03-17,1.0,https://finance.ifeng.com/c/84fqqaI8992
日本奥运会2021开幕时间几月几号？开幕式有没有直播？,"➤2021日本奥运会开幕式时间是几号几点开始? 答：最新官方消息称东京奥运会将于2021年7月23日到2021年8月8日举行，开幕式7月23日周五20:00-23:00举办。 ➤开幕式有没有直播? 答：暂时没有发布消息哦，小编持续关注中!第一时间更新! 东京奥运会已基本确定闭门举办： 3月15日是东京奥运会倒计时130天，而近期的消息也透露出东京奥运会很可能最终会在冷清的气氛下举办。 3月14日
 ... 日本主流媒体就陆续援引多位日本政府和东京奥组委相关人士的消息称，已基本确定东京奥运会和残奥会将不会接纳来自海外的普通观众。而最终的决定将会在本月25日、圣火传递活动开始之前做出。 温馨提示：如何查看东京
 ... ",广州本地宝,2021-03-16,0.0,http://wh.bendibao.com/news/2021316/123900.shtm
再创奇迹？亚洲游泳名将战胜重病勇夺冠军，还要冲击东京奥运会,"原标题：再创奇迹？亚洲游泳名将战胜重病勇夺冠军，还要冲击东京奥运会 再创奇迹？亚洲游泳名将战胜重病勇夺冠军，还要冲击东京奥运会 北京时间3月11日，亚洲游泳名将池江璃花子决定参加奥运选拔赛，争取获得东京奥运会参赛资格。两年前，池江璃花子患上白血病，大部分人都认为，她的职业生涯结束了，但她战胜白血病、重返泳池，还在国内比赛中勇夺冠军。如今，她又要冲击东京奥运会了，不管结果如何，池江璃花子都让人钦佩
 ... 年雅加达亚运会就是她的代表作，她拿下6金2银，被亚奥理事会评选为“最有价值运动员”，如果一切顺利，池江璃花子很有希望在东京奥运会登上最高领奖台。 遗憾的是，池江璃花子2019年2月被确诊患上白血病
 ... ",搜狐网,2021-03-11,0.0,http://www.sohu.com/a/455189197_100028841
东京奥运会将不接待国外观众 已购门票将被退还】东京奥运会将不接待国外观众,"『青海龙网摘要_IT|东京奥运会将不接待国外观众 已购门票将被退还』相关文章:日本民众示威要求取消东京奥运会：官方曾称确定今年7月举办东京奥运会若空场举办：日本损失将达2.4万亿日元去不了东京看奥运消费者折损数千元？这账怎么算...按关键词阅读： IT 与体育 3月20日晚，东京奥组委与国际奥委会等五方举行会谈后正式宣布，今年夏季的东京奥运会及残奥会不接待国外观众 。此前海外观众已经购买的奥运会和残奥会门票，将会被退还 。 文章图片 【IT|东京奥运会将不接待国外观众 已购门票将被退还】东京奥运会和残奥会组委会主席桥本圣子、东京都知事小池百合子、日本奥运担当大臣丸川珠代、国际奥委会主席巴赫
 ... ",青海龙网,2021-03-20,0.0,http://www.qinghailong.com/rd/2021/0320/216674.html
安全为先，东京奥运会将不接待海外观众,"安全为先，东京奥运会将不接待海外观众 2021-03-20 20:07:49 作者：黄永顺 陆玮鑫 来源:新民晚报 图说：东京奥运会命运多舛 今晚，东京奥组委与国际奥委会等五方举行视频会议后正式宣布，今年夏季的东京奥运会及残奥会不接待国外观众。此前海外观众已经购买的奥运会和残奥会门票，将会被退还。 东京奥运会和残奥会组委会主席桥本圣子、东京都知事小池百合子、日本奥运担当大臣丸川珠代、国际奥委会主席巴赫、国际残奥委会主席帕森斯举行视频会谈，对东京奥运会观众问题进行讨论。 东京奥运会禁止国外观众属于预料之中。日本媒体此前对此已经多次报道，东京奥组委认为，在疫情之下接待国外观众风险过大。东京奥组委
 ... ",东方头条,2021-03-20,1.0,https://n.eastday.com/news/1616243946014415
阅政观｜不接待国外观众，东京奥运会缘何陷两难？,"东京奥组委的一则重磅官宣，一下子冲上了各大热搜榜。当地时间3月20日晚，由国际奥委会、国际残奥委会、东京奥组委、日本政府和东京都政府代表参加的五方会议一致决定，今年夏天举行的东京奥运会和残奥会将不接待国外观众。另据消息人士透露，除个别情况，也将谢绝海外志愿者。东京奥运会相关话题冲上了热搜榜。谢绝国外观众现场观赛，东京奥运会东道主会“赔本赚吆喝”吗？此前日本首相菅义伟数次公开承诺，东京奥运会将不会
 ... 调整旅行计划，日本各方决定，他们将无法在东京奥运会和残奥会期间进入日本。”她介绍，东京奥运会门票在海外售出的数量约是60万张，残奥会门票约是30万张，这些门票持有者将会得到原价退款。据日本关西大学
 ... ",腾讯新闻网,2021-03-21,1.0,https://kandianshare.html5.qq.com/v2/news/2885693432269912386
东京奥组委的一则重磅官宣，一下子冲上了各大热搜榜。当地时间3月20日晚，由国际奥委会、国际残奥委会、东京奥组委、日本政府和东京都政府代表参加的五方会议一致决定，今年夏天举行的东京奥运会和残奥会将不接待,"东京奥组委的一则重磅官宣，一下子冲上了各大热搜榜。 当地时间3月20日晚，由国际奥委会、国际残奥委会、东京奥组委、日本政府和东京都政府代表参加的五方会议一致决定，今年夏天举行的东京奥运会和 残奥会 将不接待国外观众。另据消息人士透露，除个别情况，也将谢绝海外志愿者。 东京奥运会相关话题冲上了热搜榜。 谢绝国外观众现场观赛，东京奥运会东道主会“赔本赚吆喝”吗？此前日本首相 菅义伟 数次公开承诺，东京奥运会将不会再次延期。这一表态背后，有何考量？ 品川站是日本东京都主要的公共交通枢纽。 “这一决定是不得已而为之” 在3月20日晚的五方会议后，东京奥组委主席桥本圣子向媒体宣读了一份联合声明。“为了
 ... ",懂车帝,2021-03-21,0.0,https://www.dongchedi.com/ugc/article/6942059619917234718
2021年全国竞走锦标赛收官 东京奥运会中国竞走阵容初步确定,"2021年全国竞走锦标赛收官 东京奥运会中国竞走阵容初步确定 为期两天的2021年全国竞走锦标赛暨奥运会选拔赛21日在安徽黄山落下帷幕。比赛中佳绩频传，世锦赛冠军杨家玉、奥运冠军刘虹在女子20公里竞走项目中双双打破世界纪录，王凯华在男子20公里竞走项目中打破全国纪录。比赛中奥运会项目前三名自动进入东京奥运会中国竞走队大名单。杨家玉打破女子20公里竞走世界纪录，状态出色。新华社供图根据选拔办法，这次选拔赛上各个奥运项目前三名选手将作为中国参加东京奥运会的阵容进行集训。此外，各个项目还将有增加一名替补队员一同集训，作为机动备选。本次比赛比拼十分激烈，在最后一项进行的奥运会项目男子50公里竞走比赛
 ... ",手机新浪网,2021-03-22,0.0,http://k.sina.cn/article_1893892941_70e2834d02000yg1r.html
2021年全国竞走锦标赛收官，东京奥运会中国竞走队确定名单,"为期两天的2021年全国竞走锦标赛暨奥运会选拔赛在安徽黄山落幕。比赛中奥运项目的前三名选手自动进入东京奥运会中国竞走队的大名单。资料图 新华社供图根据奥运选拔原则，这次选拔赛上各个奥运项目前三名选手，将作为中国田径队东京奥运会的阵容参加集训，此外各项目第四名作为替补队员一同集训，作为机动备选。本次全锦赛竞争十分激烈，在最后一项进行的奥运会项目男子50公里竞走比赛，是径赛项目中距离最长、也最艰苦的项目，参加过多哈田径世锦赛的罗亚东以3小时46分51秒夺冠，陕西队的王钦、山东队的边通达分列第二、三名，他们均获得参加东京奥运会的资格。本次比赛创造了一系列优异成绩，在女子20公里竞走比赛中，杨家玉以
 ... ",懂车帝,2021-03-22,0.0,https://www.dongchedi.com/ugc/article/6942362969766363685
大国风范，中国主动向东京奥委会提供便利，美国：谁都别想用我的,"郑重宣布将会向东京奥委会提供新冠肺炎疫苗 。 根据参考消息报道，国际奥委会主席巴赫在线上会议表示，国际奥委会将会为东京奥运会和北京冬奥会参赛者购买中国新冠肺炎疫苗。 该方案主要是由中国主动提出，可见
 ... 没有全部接种新冠肺炎疫苗之前，将不会向其他国家提供新冠肺炎疫苗。 目前东京奥运会举办也已经提上日程，日本政府是否会允许海外观众前往观看目前还不清楚，但是无论怎样中国都会为东京奥运会提供便利。 按照目前
 ... 还不清楚，将会在东京奥运会举办之前为参赛者接种新冠肺炎疫苗。http://inews.gtimg.com/newsapp_bt/0/13318945957/640 奥运会作为体育界最隆重赛事之一，每次
 ... ",腾讯新闻网,2021-03-22,1.0,https://new.qq.com/omn/20210322/20210322A06UGM00
云南竞走名将蔡泽林、张俊获东京奥运会参赛资格 ,"云南竞走名将蔡泽林、张俊获东京奥运会参赛资格 呈贡基地 供图云南竞走名将蔡泽林、张俊获东京奥运会参赛资格 呈贡基地 供图云南竞走名将蔡泽林、张俊获东京奥运会参赛资格 呈贡基地 供图云南网讯（记者 娄莹）为期两天的2021年全国竞走锦标赛暨奥运会选拔赛3月21日在安徽黄山落下帷幕。云南省竞走名将蔡泽林、张俊在男子20公里竞走项目中分获二、三名，双双斩获东京奥运会参赛资格。根据选拔办法，这次选拔赛上各个奥运项目前三名选手将作为中国参加东京奥运会的阵容进行集训。此外，各个项目还将增加一名替补队员一同集训，作为机动备选。云南省呈贡体育训练基地此次选派了云南省田径二队共46名运动员及保障人员团队参加
 ... ",云南信息港,2021-03-22,0.0,http://www.yninfo.com/ynxw/66098.jhtml
女排东京奥运12人名单确定！6大球星辅佐朱婷，4大功勋球员出局,"中国女排国家队正在福建漳州全力备战东京奥运会的比赛，对于女排姑娘们来说她们拥有共同的目标，那就是在东京奥运会上冲击冠军。想要拿到东京奥运会的冠军并不容易，中国女排需要以最强的阵容出战，到底中国女排
 ... 中国女排国家队的队长朱婷一定能够入选东京奥运会的参赛名单，而朱婷将有六位球员进行辅佐，这六位球员大家应该比较熟悉她们，就是中国女排国家队的六位主力，这六位主力分别是张常宁、龚翔宇、颜妮、丁霞、王梦洁和袁心玥
 ... 国家队拿到国2019年世界杯的冠军，但是她们想要出征东京奥运会基本上是不可能的，因为当年站上世界杯冠军领奖台的一共有16名球员，16名球员中至少会淘汰四人。 到底哪四位球员会被淘汰出局，相信中国女排
 ... ",百家号,2021-03-23,0.0,https://baijiahao.baidu.com/s?id=1694925289187496226
朱启南后继有人！温州姑娘王璐瑶喜获东京奥运会参赛门票,"温州网讯 昨日上午，国家步手枪射击队东京奥运会最终队伍选拔赛在广州举行，来自温州龙湾的23岁姑娘王璐瑶以选拔赛第二名的成绩，获得东京奥运会女子10米气步枪正式参赛资格。她也成为第一个通过选拔赛形式拿到东京奥运会入场券的温州选手。 上午11时，记者在刷朋友圈时看到王璐瑶发了一条——“补给自己一个生日礼物。” 看上去似乎有好消息。 第一时间联系王璐瑶，得到回复：“选上啦！太不容易了！可以去打奥运会了！”王璐瑶在微信中兴奋地对记者说。 3月18日是王璐瑶的生日，那天她在训练场上度过，满脑子都是怎么打好选拔赛。“自从去了运动队，就没有正儿八经过过生日，顶多就是去食堂吃碗长寿面。” 东京奥运会门票，对
 ... ",温州网,2021-03-23,0.0,http://news.66wz.com/system/2021/03/23/105355220.shtml
"温州姑娘王璐瑶喜获东京奥运会参赛门票,温州 ","昨日上午，国家步手枪射击队东京奥运会最终队伍选拔赛在广州举行，来自温州龙湾的23岁姑娘王璐瑶以选拔赛第二名的成绩，获得东京奥运会女子10米气步枪正式参赛资格。她也成为第一个通过选拔赛形式拿到东京
 ... 信中兴奋地对记者说。3月18日是王璐瑶的生日，那天她在训练场上度过，满脑子都是怎么打好选拔赛。“自从去了运动队，就没有正儿八经过过生日，顶多就是去食堂吃碗长寿面。”东京奥运会门票，对她来说，就是最好的生日礼物。“可累了，现在终于打完了。”说起奥运选拔赛，王璐瑶感慨万千。选拔赛从去年年底开始，采取积分制，一共7场。根据国家体育总局射击射箭运动管理中心制定的东京奥运会运动员选拔办法，选拔赛前两名获得东京
 ... ",东海网,2021-03-23,0.0,http://news.dhtv.cn/202103/00110061.html
